,id,name,state,designation
2607,3272,Anil Gupta,Delhi,Joint Managing Director
2608,3272,Surjit Gupta,Delhi,Director
2609,3272,Rajesh Gupta,Delhi,Director (Finance)
2610,3272,Sunil Behari Mathur,Delhi,Director
2611,3272,Avinash P Gandhi,Delhi,Director
2612,3272,Niten Malhan,Delhi,Director
2613,3272,Vijay Kumar Chopra,Delhi,Director
2614,3272,Sanjay Kumar Gupta,Delhi,Company Secretary
2615,3272,Surender Kumar Tuteja,Delhi,Director
2616,3272,Adarsh Kishore,Delhi,Director
2617,3306,Mukesh D Ambani,Gujarat,Vice Chairman
2618,3306,Anil D Ambani,Gujarat,Managing Director
2619,3306,R K Narang,Gujarat,Whole-time Director
2620,3306,T M Nagarajan,Gujarat,Nominee (IDBI)
2621,3306,K K Nayyar,Gujarat,Nominee (ICICI)
2622,3306,Mansingh L Bhakta,Gujarat,Director
2623,3306,Nikhil R Meswani,Gujarat,Director
2624,3306,Hital R Meswani,Gujarat,Director
2625,3306,K K Malhotra,Gujarat,Director
2626,3306,S R Setlur,Gujarat,Director
2627,3306,Lalit Bhasin,Gujarat,Additional Director
2628,3306,K Sethuraman,Gujarat,Vice President & CS
2629,3361,Friedrich Froeschl,Karnataka,Chairman
2630,3361,Francesco Serafini,Karnataka,Vice Chairman
2631,3361,Balu Ganesh Ayyar,Karnataka,Executive Director & CEO
2632,3361,Nawshir H Mirza,Karnataka,Director
2633,3361,Davinder Singh Brar,Karnataka,Director
2634,3361,Balu Doraisamy,Karnataka,Director
2635,3361,Gerard Brossard,Karnataka,Director
2636,3361,A Sivaram Nair,Karnataka,Company Secretary
2637,3361,Antonio Fabio Neri,Karnataka,Additional Director
2638,3361,Ravichandran Venkataraman,Karnataka,Additional Director
2639,3367,Kalanithi Maran,Tamil Nadu,Chairman
2640,3367,Kavery Kalanithi,Tamil Nadu,Director
2641,3367,J Ravindran,Tamil Nadu,Independent Director
2642,3367,Nicholas Martin Paul,Tamil Nadu,Independent Director
2643,3367,M K Harinarayanan,Tamil Nadu,Independent Director
2644,3367,S Natrajhen,Tamil Nadu,Whole-time Director
2645,3367,Chandan Sand,Tamil Nadu,Company Secretary
2646,3367,R Ravivenkatesh,Tamil Nadu,Director
2647,3392,Anand Burman,New Delhi,Chairman
2648,3392,Amit Burman,New Delhi,Vice Chairman
2649,3392,Mohit Burman,New Delhi,Director
2650,3392,P D Narang,New Delhi,Whole-time Director
2651,3392,Sunil Duggal,New Delhi,Executive Director
2652,3392,R C Bhargava,New Delhi,Director
2653,3392,P N Vijay,New Delhi,Director
2654,3392,S Narayan,New Delhi,Director
2655,3392,Albert Wiseman Paterson,New Delhi,Director
2656,3392,Analjit Singh,New Delhi,Director
2657,3392,Ajay Dua,New Delhi,Director
2658,3392,A K Jain,New Delhi,Company Secretary
2659,3392,Saket Burman,New Delhi,Additional Director
2660,3423,Yashwantbhai A Thakkar,Gujarat,Managing Director
2661,3423,Mayurbhai R Parikh,Gujarat,Director
2662,3423,Rashmikant A Thakkar,Gujarat,Director
2663,3423,Maheshkumar D Thakkar,Gujarat,Director
2664,3480,K K Patel,Gujarat,Chairman
2665,3480,Rakesh K Patel,Gujarat,Vice Chairman
2666,3480,Shrenikbhai K Lalbhai,Gujarat,Director
2667,3480,Pankaj R Patel,Gujarat,Director
2668,3480,Rajendra D Shah,Gujarat,Director
2669,3480,Chinubhai R Shah,Gujarat,Director
2670,3480,Kaushikbhai N Patel,Gujarat,Director
2671,3480,Kalpesh A Patel,Gujarat,Executive Director
2672,3480,Hiren K Patel,Gujarat,Managing Director
2673,3480,Paresh Sheth,Gujarat,Company Secretary
2674,3608,M P Taparia,Maharashtra,Chairman
2675,3608,Rajan B Raheja,Maharashtra,Director
2676,3608,Aziz Parpia,Maharashtra,Director
2677,3608,Satish B Raheja,Maharashtra,Director
2678,3608,S J Taparia,Maharashtra,Director
2679,3608,Hasmukh Shah,Maharashtra,Director
2680,3608,M S Ramachandran,Maharashtra,Director
2681,3608,R Kannan,Maharashtra,Director
2682,3608,Nihalchand Chauhan,Maharashtra,Director
2683,3608,Viren Raheja,Maharashtra,Alternate Director
2684,3608,B L Taparia,Maharashtra,Director
2685,3616,Sudhir Mehta,Gujarat,Chairman
2686,3616,Samir Mehta,Gujarat,Executive Vice Chairman
2687,3616,Sanjay S Lalbhai,Gujarat,Director
2688,3616,S H Bhojani,Gujarat,Director
2689,3616,Prasanna Chandra,Gujarat,Director
2690,3616,C Dutt,Gujarat,Director (Research & Devplmnt)
2691,3616,Markand Bhatt,Gujarat,Director
2692,3616,Mahesh Agrawal,Gujarat,Company Secretary
2693,3616,Shailesh V Haribhakti,Gujarat,Director
2694,3616,Leena Srivastava,Gujarat,Additional Director
2695,3616,Haigreve Khaitan,Gujarat,Additional Director
2696,3617,R S Hugar,Maharashtra,Independent Director
2697,3617,Premchand Godha,Maharashtra,Chairman & Managing Director
2698,3617,A K Jain,Maharashtra,Joint Managing Director
2699,3617,M R Chandurkar,Maharashtra,Director
2700,3617,Babulal Jain,Maharashtra,Director
2701,3617,V V Subba Rao,Maharashtra,Director
2702,3617,Anand T Kusre,Maharashtra,Director
2703,3617,Pranay Godha,Maharashtra,Executive Director
2704,3617,Harish P Kamath,Maharashtra,Company Secretary
2705,3617,Prashant Godha,Maharashtra,Whole-time Director
2706,3617,Dev Parkash Yadava,Maharashtra,Additional Director
2707,3722,Rahul Bajaj,Maharashtra,Chairman
2708,3722,Nanoo Pamnani,Maharashtra,Vice Chairman
2709,3722,Madhur Bajaj,Maharashtra,Director
2710,3722,Rajiv Bajaj,Maharashtra,Director
2711,3722,Sanjiv Bajaj,Maharashtra,Director
2712,3722,D S Mehta,Maharashtra,Director
2713,3722,Dipak Poddar,Maharashtra,Director
2714,3722,Ranjan Sanghi,Maharashtra,Director
2715,3722,Rajendra Lakhotia,Maharashtra,Director
2716,3722,Anant Damle,Maharashtra,Company Secretary
2717,3722,D J Balaji Rao,Maharashtra,Director
2718,3722,Omkar Goswami,Maharashtra,Additional Director
2719,3896,Girdharilal Jagatramka,West Bengal,Chairman Emeritus
2720,3896,Arun Kumar Jagatramka,West Bengal,Chairman & Managing Director
2721,3896,Mona Jagatramka,West Bengal,Director
2722,3896,Subodh Kumar Agarwal,West Bengal,Director
2723,3896,Chinubhai R Shah,West Bengal,Director
2724,3896,Basudeb Sen,West Bengal,Director
2725,3896,Mahendra Kumar Loyalka,West Bengal,Director
2726,3896,Murari Sananguly,West Bengal,Director
2727,3896,Manoj K Shah,West Bengal,Company Secretary
2728,4112,R Raghuram,Tamil Nadu,Managing Director
2729,4112,S V Sesha Reddy,Tamil Nadu,Director
2730,4112,V Chandrasekhara Reddy,Tamil Nadu,Director
2731,4112,G Sriraman,Tamil Nadu,Company Secretary
2732,4133,P Gopal Reddy,Andhra Pradesh,Chairman & Managing Director
2733,4133,Umesh Sharraf,Andhra Pradesh,Non Wholetime Director
2734,4133,G Rama Krishna Reddy,Andhra Pradesh,Non Wholetime Director
2735,4133,T H N S Damodara Rao,Andhra Pradesh,Director
2736,4133,Y Padmanabha Reddy,Andhra Pradesh,Director (Operation)
2737,4133,A Venkata Reddy,Andhra Pradesh,Director (Finance)
2738,4133,P Anjaiah,Andhra Pradesh,Director
2739,4133,K Ramireddy,Andhra Pradesh,Director
2740,4133,S Viswanatham,Andhra Pradesh,Director (Human Resources)
2741,4133,Z Phillip,Andhra Pradesh,Director (Projects)
2742,4133,B V S Prakash,Andhra Pradesh,Company Secretary
2743,4144,Nimish K Patel,Gujarat,Chairman & Managing Director
2744,4144,Nilesh K Patel,Gujarat,Managing Director
2745,4144,Jayesh D Thakkar,Gujarat,Director
2746,4144,Ashvin P Patel,Gujarat,Whole-time Director
2747,4144,Bharat J Patel,Gujarat,Director
2748,4144,Maitray D Patel,Gujarat,Director
2749,4149,G N Mehra,Maharashtra,Chairman & Managing Director
2750,4149,C V Alexander,Maharashtra,Executive Director
2751,4149,N B Karpe,Maharashtra,Director
2752,4149,S R Pandit,Maharashtra,Director
2753,4149,H A Nagpal,Maharashtra,Director
2754,4149,U C Rege,Maharashtra,Vice President & CS
2755,4162,Rashid Jilani,Uttar Pradesh,Director
2756,4162,Jogesh Bansal,Uttar Pradesh,Director
2757,4162,R K Pandey,Uttar Pradesh,Director
2758,4162,Samir Banerjee,Uttar Pradesh,Wholetime Director(Marketing)
2759,4162,Ajit Mishra,Uttar Pradesh,Company Secretary
2760,4162,Rathi Binod Pal,Uttar Pradesh,Whole-time Director
2761,4162,Hemant Sharma,Uttar Pradesh,Whole-time Director
2762,4169,Mukesh Bhandari,Gujarat,Chairman & Chief Technology O
2763,4169,Shailesh Bhandari,Gujarat,Managing Director
2764,4169,Avinash Bhandari,Gujarat,Joint Managing Director & CEO
2765,4169,Narendra Dalal,Gujarat,Whole-time Director
2766,4169,Nilesh Desai,Gujarat,Director
2767,4169,Madhusudan Somani,Gujarat,Director
2768,4169,Ram Singh,Gujarat,Director
2769,4169,Pradeep Krishna Prasad,Gujarat,Director
2770,4169,Ravikumar Trehan,Gujarat,Director
2771,4169,Sudhir Kapur,Gujarat,Director
2772,4169,Jigar Shah,Gujarat,Company Secretary
2773,4177,Sharad Upasani,Maharashtra,Chairman
2774,4177,Anil Khanna,Maharashtra,Managing Director
2775,4177,Malcolm Monteiro,Maharashtra,Director
2776,4177,Clyde C Cooper,Maharashtra,Director
2777,4177,Suresh G Sheth,Maharashtra,Director
2778,4177,Tushar Gunderia,Maharashtra,Company Secretary
2779,4177,Jerry Hsu,Maharashtra,Director
2780,4177,George Berczely,Maharashtra,Alternate Director
2781,4244,Gautam S Adani,Gujarat,Chairman
2782,4244,Rajesh S Adani,Gujarat,Managing Director
2783,4244,Vasant S Adani,Gujarat,Director
2784,4244,Jay H Shah,Gujarat,Director
2785,4244,Pravin P Shah,Gujarat,Director
2786,4244,Yoshihiro Miwa,Gujarat,Director
2787,4244,Tatsuo Fuke,Gujarat,Alternate Director
2788,4244,Anil Ahuja,Gujarat,Director
2789,4244,Parthiv Parikh,Gujarat,Assistant Company Secretary
2790,4244,Devang Desai,Gujarat,Executive Director & CFO
2791,4244,S K Tuteja,Gujarat,Director
2792,4244,Ravindra Dholakia,Gujarat,Independent Director
2793,4248,D K Mehrotra,Maharashtra,Chairman
2794,4248,Dhananjay Mungale,Maharashtra,Director
2795,4248,S Ravi,Maharashtra,Director
2796,4248,K Narasimha Murthy,Maharashtra,Director
2797,4248,B N Shukla,Maharashtra,Director
2798,4248,A S Narayanamoorthy,Maharashtra,Director
2799,4248,Nitin K Jage,Maharashtra,Company Secretary
2800,4248,V K Sharma,Maharashtra,Director and Chief Executive
2801,4248,Sushobhan Sarker,Maharashtra,Managing Director
2802,4325,Dilip S Shanghvi,Gujarat,Managing Director
2803,4325,Sudhir V Valia,Gujarat,Whole-time Director
2804,4325,Sailesh T Desai,Gujarat,Whole-time Director
2805,4325,S Mohanchand Dadha,Gujarat,Director
2806,4325,Hasmukh S Shah,Gujarat,Director
2807,4325,Keki M Mistry,Gujarat,Director
2808,4325,Ashwin Dani,Gujarat,Director
2809,4325,Sunil R Ajmera,Gujarat,Company Secretary
2810,4325,Israel Makov,Gujarat,Chairman & Additional Director
2811,4353,D R Mehta,Gujarat,Chairman
2812,4353,Hemant Modi,Gujarat,Vice Chairman & M.D.
2813,4353,Suhas Joshi,Gujarat,Managing Director
2814,4353,Mahendra G Punatar,Gujarat,Director
2815,4353,Manish Mohnot,Gujarat,Director
2816,4353,Kamal Jain,Gujarat,Director
2817,4353,Ashish Shah,Gujarat,Company Secretary
2818,4353,Shailendra Kumar Tripathi,Gujarat,Deputy Managing Director
2819,4353,Shailendera Raj Mehta,Gujarat,Non-Exec. & Independent Dir.
2820,4353,Manoj Kumar Singh,Gujarat,Executive Director
2821,4386,Yogendra P Trivedi,Maharashtra,Chairman
2822,4386,Shridhar S Kalmadi,Maharashtra,Managing Director
2823,4386,Mukesh S kalmadi,Maharashtra,Joint Managing Director
2824,4386,Suresh S Kalmadi,Maharashtra,Whole-time Director
2825,4386,Sadananda R Shetty,Maharashtra,Director
2826,4386,Kushal S Heged,Maharashtra,Director
2827,4386,Vrushali Eksambekar,Maharashtra,Company Secretary
2828,4506,Basant Lall Shaw,Maharashtra,Chairman
2829,4506,B K Agrawal,Maharashtra,Director
2830,4506,M M Vyas,Maharashtra,Director
2831,4506,Ramesh Jayaswal,Maharashtra,Joint Managing Director
2832,4506,Arbind Jayaswal,Maharashtra,Managing Director
2833,4506,A D Karajgaonkar,Maharashtra,Company Secretary
2834,4506,S K Sachdev,Maharashtra,Nominee (IDBI)
2835,4506,P K Bhardwaj,Maharashtra,Executive Director & CFO
2836,4506,Nirmit Ved,Maharashtra,Nominee (EXIM)
2837,4506,Manish Chourasia,Maharashtra,Nominee (ICICI)
2838,4518,Mofatraj P Munot,Gujarat,Chairman
2839,4518,K V Mani,Gujarat,Director
2840,4518,Parag Munot,Gujarat,Director
2841,4518,Manish Mohnot,Gujarat,Executive Director
2842,4518,Sajjanraj Mehta,Gujarat,Director
2843,4518,Vimal Bhandari,Gujarat,Director
2844,4518,Narayan Seshadri,Gujarat,Director
2845,4518,S P Talwar,Gujarat,Director
2846,4518,Mahendra G Punatar,Gujarat,Director
2847,4518,Pankaj Sachdeva,Gujarat,Managing Director
2848,4518,Bajrang Ramdharani,Gujarat,Company Secretary
2849,4596,Rajiv Malik,Andhra Pradesh,Director
2850,4596,B Hari Babu,Andhra Pradesh,Executive Director & COO
2851,4596,S Srinivasan,Andhra Pradesh,Director
2852,4596,Sanjeev Kumar Sethi,Andhra Pradesh,Director
2853,4640,C K Somany,West Bengal,Chairman
2854,4640,Sanjay Somany,West Bengal,Vice Chairman & M.D.
2855,4640,Mukul Somany,West Bengal,Vice Chairman & M.D.
2856,4640,Kishore Bhimani,West Bengal,Director
2857,4640,Sujit Bhattacharya,West Bengal,Director
2858,4640,R K Daga,West Bengal,Director
2859,4640,Dipankar Chatterji,West Bengal,Director
2860,4640,S K Bangur,West Bengal,Director
2861,4640,Rakesh Kumar Sharma,West Bengal,Executive Director
2862,4640,Venkatesan Sridar,West Bengal,Director
2863,4640,L N Mandhana,West Bengal,Company Secretary
2864,4666,P V Ramprasad Reddy,Andhra Pradesh,Whole-time Director
2865,4666,K Nithyananda Reddy,Andhra Pradesh,Vice Chairman
2866,4666,M Sivakumaran,Andhra Pradesh,Whole-time Director
2867,4666,M Madan Mohan Reddy,Andhra Pradesh,Whole-time Director
2868,4666,P L Sanjeev Reddy,Andhra Pradesh,Director
2869,4666,M Sitarama Murthy,Andhra Pradesh,Director
2870,4666,P Sarath Chandra Reddy,Andhra Pradesh,Director
2871,4666,K Ragunathan,Andhra Pradesh,Chairman
2872,4666,A Mohan Rami Reddy,Andhra Pradesh,Company Secretary
2873,4666,D Rajagopala Reddy,Andhra Pradesh,Director
2874,4666,C Channa Reddy,Andhra Pradesh,Additional Director
2875,4666,N Govindarajan,Andhra Pradesh,Director & Managing Director
2876,4666,Ravindra Y Shenoy,Andhra Pradesh,Joint Managing Director
2877,4689,Vinay Kamat,Maharashtra,Director
2878,4689,Suman Gupta,Maharashtra,Chairperson
2879,4689,Suresh Lakhiani,Maharashtra,Director
2880,4689,Narayan Hegde,Maharashtra,Director
2881,4689,Prateek Gupta,Maharashtra,Managing Director
2882,4689,Lalit Chendvankar,Maharashtra,Company Secretary
2883,4689,V K Gupta,Maharashtra,Independent Addi. Director
2884,4702,Ashok Punj,Daman & Diu,Managing Director
2885,4702,Alok Punj,Daman & Diu,Director
2886,4702,M M Mathur,Daman & Diu,Whole-time Director
2887,4702,R K Bahri,Daman & Diu,Whole-time Director
2888,4702,D N Sehgal,Daman & Diu,Whole-time Director
2889,4702,Prakash Vinayak Apte,Daman & Diu,Director
2890,4702,N C Sharma,Daman & Diu,Director
2891,4702,Harry Harinder Shourie,Daman & Diu,Director
2892,4702,Ashok Sharma,Daman & Diu,Director
2893,4702,S P Bhatia,Daman & Diu,Director
2894,4702,C K Goel,Daman & Diu,Director
2895,4702,Paresh J Shah,Daman & Diu,Director
2896,4702,Harish Pateria,Daman & Diu,Director
2897,4702,G Gehani,Daman & Diu,Director & Company Secretary
2898,4727,Rajan B Raheja,Andhra Pradesh,Director
2899,4727,Manoj Chhabra,Andhra Pradesh,Managing Director
2900,4727,Rajesh G Kapadia,Andhra Pradesh,Chairman
2901,4727,Satish B Raheja,Andhra Pradesh,Director
2902,4727,Akshay R Raheja,Andhra Pradesh,Director
2903,4727,Aneeta S Kulkarni,Andhra Pradesh,Company Secretary
2904,4727,James Brooks,Andhra Pradesh,Director
2905,4727,Vijay Aggarwal,Andhra Pradesh,Managing Director
2906,4727,Ganesh Kaskar,Andhra Pradesh,Executive Director
2907,4727,Ameeta A Parpia,Andhra Pradesh,Director
2908,4764,Savitri Devi Jindal,Maharashtra,Chairman Emeritus
2909,4764,Sajjan Jindal,Maharashtra,Chairman & Managing Director
2910,4764,Seshagiri Rao M V S,Maharashtra,Joint MD & CFO
2911,4764,Vinod Nowal,Maharashtra,Director & Chief Executive Off
2912,4764,Jayant Acharya,Maharashtra,Director (Commercial & Marketi
2913,4764,Zarin Daruwala,Maharashtra,Nominee (ICICI)
2914,4764,S K Gupta,Maharashtra,Director
2915,4764,Anthony Paul Pedder,Maharashtra,Director
2916,4764,Uday M Chitale,Maharashtra,Director
2917,4764,Sudipto Sarkar,Maharashtra,Director
2918,4764,Kannan Vijayaraghavan,Maharashtra,Director
2919,4764,Lancy Varghese,Maharashtra,Company Secretary
2920,4764,Vijay Kelkar,Maharashtra,Director
2921,4764,Yasushi Kurokawa,Maharashtra,Nominee
2922,4764,Rajneesh Goel,Maharashtra,Nominee (KSIIDC)
2923,4767,Meher Pudumjee,Maharashtra,Chairperson
2924,4767,M S Unnikrishnan,Maharashtra,Managing Director & CEO
2925,4767,Anu Aga,Maharashtra,Director
2926,4767,Raghunath A Mashelkar,Maharashtra,Director
2927,4767,Valentin Von Massow,Maharashtra,Director
2928,4767,Tapan Mitra,Maharashtra,Director
2929,4767,Pheroz Pudumjee,Maharashtra,Director
2930,4767,Jairam Varadaraj,Maharashtra,Director
2931,4767,Nawshir Mirza,Maharashtra,Additional Director
2932,4767,Devang Trivedi,Maharashtra,Deputy Company Secretary
2933,4926,H S Bharana,New Delhi,Chairman & Managing Director
2934,4926,J L Khushu,New Delhi,Whole-time Director
2935,4926,A K Mehta,New Delhi,Director
2936,4926,Arvind Pande,New Delhi,Director
2937,4926,S D Sharma,New Delhi,Director
2938,4926,Shiv Dayal Kapoor,New Delhi,Director
2939,4926,Rajiv Kumar,New Delhi,Company Secretary
2940,4926,Amit Bharana,New Delhi,Additional Director
2941,4936,Deepak Kothari,Uttar Pradesh,Chairman & Managing Director
2942,4936,Mitesh Kothari,Uttar Pradesh,Executive Director(Production)
2943,4936,Avinash Gupta,Uttar Pradesh,Director
2944,4936,Pramod Kumar Tandon,Uttar Pradesh,Director
2945,4936,Raj Kumar Gupta,Uttar Pradesh,Company Secretary
2946,4936,Vikas Chaturvedi,Uttar Pradesh,Director
2947,5302,Shashi Ruia,Gujarat,Chairman
2948,5302,Anshuman Ruia,Gujarat,Director
2949,5302,Naresh K Nayyar,Gujarat,Deputy Chairman
2950,5302,Dilip J Thakkar,Gujarat,Director
2951,5302,K N Venkatasubramanian,Gujarat,Director
2952,5302,K V Krishnamurthy,Gujarat,Director
2953,5302,Melwyn Rego,Gujarat,Nominee (IDBI)
2954,5302,V K Sinha,Gujarat,Nominee (LIC)
2955,5302,Manju Jain,Gujarat,Nominee (IFCI)
2956,5302,Sheikh S Shaffi,Gujarat,Company Secretary
2957,5302,Lalit Kumar Gupta,Gujarat,Managing Director & CEO
2958,5302,C Manoharan,Gujarat,Director (Refineries)
2959,5324,Sanjay Dhingra,Haryana,Chairman & Managing Director
2960,5324,Arun Srivastava,Haryana,Director
2961,5324,Rattan Sagar Khanna,Haryana,Director
2962,5324,Sidhant Gupta,Haryana,Executive Director
2963,5324,Deepa Kapoor,Haryana,Company Secretary
2964,5342,Dinesh T Shah,Maharashtra,Chairman
2965,5342,Vipul P Shah,Maharashtra,Managing Director & CEO
2966,5342,Dharmesh D Shah,Maharashtra,Joint MD & CFO
2967,5342,Arvind T Shah,Maharashtra,Executive Director
2968,5342,Priyanshu A Shah,Maharashtra,Executive Director
2969,5342,Bhupendra K Shroff,Maharashtra,Director
2970,5342,K Mohanram Pai,Maharashtra,Director
2971,5342,Apurva R Shah,Maharashtra,Director
2972,5342,Hasmukh B Gandhi,Maharashtra,Director
2973,5342,Milind H Gandhi,Maharashtra,Director
2974,5342,Sangeetha Sheshadri,Maharashtra,Company Secretary
2975,5342,Bhupendra D Shah,Maharashtra,Director
2976,5400,Ratan N Tata,Maharashtra,Chairman
2977,5400,S Ramadorai,Maharashtra,Vice Chairman
2978,5400,N Chandrasekaran,Maharashtra,Managing Director & CEO
2979,5400,S Mahalingam,Maharashtra,Executive Director & CFO
2980,5400,Phiroz A Vandrevala,Maharashtra,Director
2981,5400,Aman Mehta,Maharashtra,Director
2982,5400,Laura M Cha,Maharashtra,Director
2983,5400,Venkatraman Thyagarajan,Maharashtra,Director
2984,5400,Ron Sommer,Maharashtra,Director
2985,5400,Ishaat Hussain,Maharashtra,Director
2986,5400,Vijay Kelkar,Maharashtra,Director
2987,5400,Suprakash Mukhopadhyay,Maharashtra,Company Secretary
2988,5400,Clayton M Christensen,Maharashtra,Director
2989,5400,O P Bhatt,Maharashtra,Director
2990,5400,Cyrus Mistry,Maharashtra,Director
2991,5420,D K Sarraf,New Delhi,Managing Director
2992,5420,A K Hazarika,New Delhi,Chairman
2993,5420,U N Bose,New Delhi,Director (Part-Time)
2994,5420,V Sreedher,New Delhi,Company Secretary
2995,5420,Joeman Thomas,New Delhi,Director (Explorations)
2996,5420,S P Garg,New Delhi,Director (Finance)
2997,5420,Sudhir Vasudeva,New Delhi,Director
2998,5420,D N Narasimha Raju,New Delhi,Director
2999,5420,S Roychaudhury,New Delhi,Director (Operation)
3000,5420,Vivek Kumar,New Delhi,Director (Part-Time)
3001,5420,R K Khullar,New Delhi,Director
3002,5420,Sham Vyas Rao,New Delhi,Director (Part-Time)
3003,5420,K S Jamestin,New Delhi,Director (Part-Time)
3004,5452,S K Srivastava,Assam,Chairman & Managing Director
3005,5452,T K Ananth Kumar,Assam,Director (Finance)
3006,5452,B N Talukdar,Assam,Director (E&D)
3007,5452,Archana S Mathur,Assam,Nominee (Govt)
3008,5452,Vinod K Misra,Assam,Director
3009,5452,Alexander K Luke,Assam,Director
3010,5452,Sushil Khanna,Assam,Director
3011,5452,Pawan K Sharma,Assam,Director
3012,5452,G H Amin,Assam,Director
3013,5452,S R Krishnan,Assam,Company Secretary
3014,5452,Nripendra Kumar Bharali,Assam,Director (HR & BD)
3015,5452,Satchidananda Rath,Assam,Director (Operation)
3016,5452,A Giridhar,Assam,Director (Govt.)
3017,5455,R N Nayak,New Delhi,Chairman & Managing Director
3018,5455,Rakesh Jain,New Delhi,Part Time Dir.(Govt.Nominee)
3019,5455,I S Jha,New Delhi,Director (Projects)
3020,5455,R T Agarwal,New Delhi,Director (Finance)
3021,5455,Divya Tandon,New Delhi,Company Secretary
3022,5455,Ritu Acharya,New Delhi,Director
3023,5455,Rita Sinha,New Delhi,Director(PartTime NonOfficial)
3024,5455,Santosh Saraf,New Delhi,Director(PartTime NonOfficial)
3025,5455,R P Singh,New Delhi,Director (Personnel)
3026,5470,N K Ambwani,Maharashtra,President & Managing Director
3027,5470,A Wadia,Maharashtra,Director
3028,5470,A V Upadhyay,Maharashtra,Company Secretary
3029,5496,Shinzo Nakanishi,New Delhi,Managing Director & CEO
3030,5496,Tsuneo Ohashi,New Delhi,Director & Managing EO(Prod.)
3031,5496,O Suzuki,New Delhi,Director
3032,5496,R C Bhargava,New Delhi,Chairman (Non-Executive)
3033,5496,Amal Ganguli,New Delhi,Director
3034,5496,D S Brar,New Delhi,Director
3035,5496,Manvinder Singh Banga,New Delhi,Director
3036,5496,Pallavi Shroff,New Delhi,Director
3037,5496,Keiichi Asai,New Delhi,Director & Managing EO (Engg.)
3038,5496,Kenichi Ayukawa,New Delhi,Director
3039,5496,S Ravi Aiyar,New Delhi,Company Secretary
3040,5496,Kazuhiko Ayabe,New Delhi,Whole-time Director
3041,5496,Kinji Saito,New Delhi,Additional Director
3042,5497,Mohan Tiwari,New Delhi,Managing Director
3043,5497,Madan Lal,New Delhi,Director (Works)
3044,5497,A K Tiwari,New Delhi,Official Director (Part time)
3045,5497,N Parthasarathy,New Delhi,Director
3046,5497,Lalitha Gupta,New Delhi,Company Secretary
3047,5497,Krishan Kumar Garg,New Delhi,Director (Finance)
3048,5497,Rakesh Chopra,New Delhi,Part Time Chairman
3049,5497,Deepak Sabhlok,New Delhi,Director (Projects)
3050,5497,G V Rao,New Delhi,Director(PartTime NonOfficial)
3051,5497,Aditya Prakash Mishra,New Delhi,Part Time Chairman
3052,5497,Bandakodigehalli Narasappa Rajasekhar,New Delhi,Official Director (Part time)
3053,5497,S S Chatterji,New Delhi,Independent Director
3054,5497,B M Sharma,New Delhi,Independent Director
3055,5508,K Ranganath,Karnataka,Chairman & Managing Director
3056,5508,B S Meena,Karnataka,Director
3057,5508,Dalip Singh,Karnataka,Director
3058,5508,Sreeman NS,Karnataka,Director (Commercial)
3059,5508,M B Padiyar,Karnataka,Director (Production & Proj.)
3060,5508,TMGK Bhat,Karnataka,Director (Finance)
3061,5508,S Ravi,Karnataka,Director
3062,5508,Sukumar Devotta,Karnataka,Director
3063,5508,S K Padhi,Karnataka,Company Secretary
3064,5575,S R Upadhyay,Orissa,Chairman & Managing Director
3065,5575,G D Gulab,Orissa,Director (Personnel)
3066,5575,V K Jain,Orissa,Director (Technical)
3067,5575,B Mohapatra,Orissa,Director (Finance)
3068,5575,Rajiv Sharma,Orissa,Director (Part-Time)
3069,5575,K Ranganath,Orissa,Director (Part-Time)
3070,5575,Brij Kishore,Orissa,Director (Part-Time)
3071,5575,N R Mohanty,Orissa,Director (Part-Time)
3072,5575,Abdul Kalam,Orissa,Director (Part-Time)
3073,5575,S C Behera,Orissa,Company Secretary
3074,5586,Naresh Goyal,Maharashtra,Chairman
3075,5586,Ali Ghandour,Maharashtra,Director
3076,5586,Victoriano P Dungca,Maharashtra,Director
3077,5586,Javed Akhtar,Maharashtra,Director
3078,5586,I M Kadri,Maharashtra,Director
3079,5586,Aman Mehta,Maharashtra,Director
3080,5586,Yash Raj Chopra,Maharashtra,Director
3081,5586,Monica Chopra,Maharashtra,Company Secretary
3082,5586,Gaurang Shetty,Maharashtra,Additional Director
3083,5600,Shantilal Surana,Tamil Nadu,Chairman
3084,5600,Vijayraj Surana,Tamil Nadu,Managing Director
3085,5600,V Pattabhiram,Tamil Nadu,Director
3086,5600,V M Swami,Tamil Nadu,Director
3087,5600,S Guruswamy,Tamil Nadu,Executive Director (Marketing)
3088,5600,K L Tilakchand,Tamil Nadu,Director
3089,5600,Harish P Rajdev,Tamil Nadu,Director
3090,5600,Chandra Prakash Abar,Tamil Nadu,Assistant Company Secretary
3091,5600,Jagdish Gopal,Tamil Nadu,Additional Director
3092,5600,Deepak Surana,Tamil Nadu,Executive Director
3093,5600,Sandeep Surana,Tamil Nadu,Executive Director
3094,5626,Asim Parekh,Maharashtra,Director
3095,5626,Atul Singh,Maharashtra,Director
3096,5626,Joel Allan Peres,Maharashtra,Director
3097,5626,Sanjeev Kumar,Maharashtra,Director
3098,5626,Ullal Narendra Kini,Maharashtra,Company Secretary
3099,5656,Shiv Nadar,New Delhi,CMD & Chief Strategy Officer
3100,5656,Robin Abrams,New Delhi,Director
3101,5656,Subroto Bhattacharya,New Delhi,Director
